id,surah_id,verse_number,verse_key,arabic_indopak,audio_url,english_translation,urdu_translation
1136,7,182,7:182,وَالَّذِيۡنَ كَذَّبُوۡا بِاٰيٰتِنَا سَنَسۡتَدۡرِجُهُمۡ مِّنۡ حَيۡثُ لَا يَعۡلَمُوۡنَ ​ۖ ​ ۚ‏,Alafasy/mp3/007182.mp3,"But as for those who are bent on giving the lie to Our messages-We shall bring them low, step by step, without their perceiving how it came about:",اور جو لوگ ہماری آیات کو جھٹلاتے ہیں ہم ان کو بتدریج (گرفت میں) لئے جارہے ہیں اس طور پر کہ ان کو خبر بھی نہیں
1137,7,183,7:183,وَاُمۡلِىۡ لَهُمۡ ​ؕ اِنَّ كَيۡدِىۡ مَتِيۡنٌ‏,Alafasy/mp3/007183.mp3,"for, behold, though I may give them rein for a while. My subtle scheme is exceedingly firm!",اور ان کو مہلت دیتا ہوں بےشک میری تدبیر بڑی مضبوط ہے
1138,7,184,7:184,اَوَلَمۡ يَتَفَكَّرُوۡا​ مَا بِصَاحِبِهِمۡ مِّنۡ جِنَّةٍ​ؕ اِنۡ هُوَ اِلَّا نَذِيۡرٌ مُّبِيۡنٌ‏,Alafasy/mp3/007184.mp3,"Has it, then, never occurred to them that there is no madness whatever in [this] their fellowman? He is only a plain warner.",کیا ان لوگوں نے اس بات پر غور نہ کیا کہ ان کے ساتھی کو ذرا بھی جنون نہیں وه تو صرف ایک صاف صاف ڈرانے والے ہیں
1139,7,185,7:185,اَوَلَمۡ يَنۡظُرُوۡا فِىۡ مَلَـكُوۡتِ السَّمٰوٰتِ وَالۡاَرۡضِ وَمَا خَلَقَ اللّٰهُ مِنۡ شَىۡءٍ ۙ وَّاَنۡ عَسٰٓى اَنۡ يَّكُوۡنَ قَدِ اقۡتَرَبَ اَجَلُهُمۡ​ ۚ فَبِاَىِّ حَدِيۡثٍۢ بَعۡدَهٗ يُؤۡمِنُوۡنَ‏,Alafasy/mp3/007185.mp3,"Have they, then, never considered [God's] mighty dominion over the heavens and the earth, and all the things that God has created, and [asked themselves] whether, perchance, the end of their own term might already have drawn nigh? In what other tiding, then, will they, after this, believe?",اور کیا ان لوگوں نے غور نہیں کیا آسمانوں اور زمین کے عالم میں اور دوسری چیزوں میں جو اللہ نے پیدا کی ہیں اور اس بات میں کہ ممکن ہے کہ ان کی اجل قریب ہی آ پہنچی ہو۔ پھر قرآن کے بعد کون سی بات پر یہ لوگ ایمان ﻻئیں گے؟
1140,7,186,7:186,مَنۡ يُّضۡلِلِ اللّٰهُ فَلَا هَادِىَ لَهٗ ​ؕ وَ يَذَرُهُمۡ فِىۡ طُغۡيَانِهِمۡ يَعۡمَهُوۡنَ‏,Alafasy/mp3/007186.mp3,"For those whom God lets go astray, there is no guide; and He shall leave them in their overweening arrogance, blindly stumbling to and fro.",جس کو اللہ تعالیٰ گمراه کر دے اس کو کوئی راه پر نہیں ﻻ سکتا۔ اور اللہ تعالیٰ ان کو ان کی گمراہی میں بھٹکتے ہوئے چھوڑ دیتا ہے
1141,7,187,7:187,يَسۡـَٔـــلُوۡنَكَ عَنِ السَّاعَةِ اَيَّانَ مُرۡسٰٮهَا ​ؕ قُلۡ اِنَّمَا عِلۡمُهَا عِنۡدَ رَبِّىۡ​ ۚ لَا يُجَلِّيۡهَا لِوَقۡتِهَاۤ اِلَّا هُوَۘ ​ؕ ثَقُلَتۡ فِى السَّمٰوٰتِ وَالۡاَرۡضِ​ؕ لَا تَاۡتِيۡكُمۡ اِلَّا بَغۡتَةً ​ ؕ يَسۡـــَٔلُوۡنَكَ كَاَنَّكَ حَفِىٌّ عَنۡهَا ؕ قُلۡ اِنَّمَا عِلۡمُهَا عِنۡدَ اللّٰهِ وَلٰـكِنَّ اَكۡثَرَ النَّاسِ لَا يَعۡلَمُوۡنَ‏,Alafasy/mp3/007187.mp3,"THEY WILL ASK thee [O Prophet] about the Last Hour: ""When will it come to pass?"" Say: ""Verily, knowledge thereof rests with my Sustainer alone. None but He will reveal it in its time. Heavily will it weigh on the heavens and the earth; [and] it will not fall upon you otherwise than of a sudden."" They will ask thee - as if thou couldst gain insight into this [mystery] by dint of persistent inquiry! Say: ""Knowledge thereof rests with my Sustainer alone; but [of this] most people are unaware.""",یہ لوگ آپ سے قیامت کے متعلق سوال کرتے ہیں کہ اس کا وقوع کب ہوگا؟ آپ فرما دیجئے کہ اس کا علم صرف میرے رب ہی کے پاس ہے، اس کے وقت پر اس کو سوا اللہ کے کوئی اور ﻇاہر نہ کرے گا۔ وه آسمانوں اور زمین میں بڑا بھاری (حادﺛہ) ہوگا وه تم پر محض اچانک آپڑے گی۔ وه آپ سے اس طرح پوچھتے ہیں جیسے گویا آپ اس کی تحقیقات کرچکے ہیں۔ آپ فرما دیجئے کہ اس کا علم خاص اللہ ہی کے پاس ہے لیکن اکثر لوگ نہیں جانتے
1142,7,188,7:188,قُلْ لَّاۤ اَمۡلِكُ لِنَفۡسِىۡ نَـفۡعًا وَّلَا ضَرًّا اِلَّا مَا شَآءَ اللّٰهُ​ ؕ وَلَوۡ كُنۡتُ اَعۡلَمُ الۡغَيۡبَ لَاسۡتَكۡثَرۡتُ مِنَ الۡخَيۡرِ ۖ ​ۛۚ وَمَا مَسَّنِىَ السُّۤوۡءُ​ ​ۛۚ اِنۡ اَنَا اِلَّا نَذِيۡرٌ وَّبَشِيۡرٌ لِّقَوۡمٍ يُّؤۡمِنُوۡنَ‏ ﻿﻿,Alafasy/mp3/007188.mp3,"Say [O Prophet]: ""It is not within my power to bring benefit to, or avert harm from, myself, except as God may please. And if I knew that which is beyond the reach of human perception, abundant good fortune-would surely have fallen to my lot, and no evil would ever have touched me. I am nothing but a warner, and a herald of glad tidings unto people who will believe.""",آپ فرما دیجئے کہ میں خود اپنی ذات خاص کے لیے کسی نفع کا اختیار نہیں رکھتا اور نہ کسی ضرر کا، مگر اتنا ہی کہ جتنا اللہ نے چاہا ہو اور اگر میں غیب کی باتیں جانتا ہوتا تو میں بہت سے منافع حاصل کر لیتا اور کوئی نقصان مجھ کو نہ پہنچتا میں تو محض ڈرانے واﻻ اور بشارت دینے واﻻ ہوں ان لوگوں کو جو ایمان رکھتے ہیں
1143,7,189,7:189,هُوَ الَّذِىۡ خَلَقَكُمۡ مِّنۡ نَّـفۡسٍ وَّاحِدَةٍ وَّجَعَلَ مِنۡهَا زَوۡجَهَا لِيَسۡكُنَ اِلَيۡهَا​ ۚ فَلَمَّا تَغَشّٰٮهَا حَمَلَتۡ حَمۡلًا خَفِيۡفًا فَمَرَّتۡ بِهٖ​ ۚ فَلَمَّاۤ اَثۡقَلَتۡ دَّعَوَا اللّٰهَ رَبَّهُمَا لَٮِٕنۡ اٰتَيۡتَـنَا صَالِحًا لَّـنَكُوۡنَنَّ مِنَ الشّٰكِرِيۡنَ‏,Alafasy/mp3/007189.mp3,"IT IS HE who has created you [all] out of one living entity, and out of it brought into being its mate, so that man might incline [with love] towards woman. And so, when he has embraced her, she conceives [what at first is] a light burden, and continues to bear it. Then, when she grows heavy [with child], they both call unto God, their Sustainer, ""If Thou indeed grant us a sound [child], we shall most certainly be among the grateful!""",وه اللہ تعالیٰ ایسا ہے جس نے تم کو ایک تن واحد سے پیدا کیا اور اسی سے اس کا جوڑا بنایا تاکہ وه اس اپنے جوڑے سے انس حاصل کرے پھر جب میاں نے بیوی سے قربت کی تو اس کو حمل ره گیا ہلکا سا۔ سو وه اس کو لئے ہوئے چلتی پھرتی رہی، پھر جب وه بوجھل ہوگئی تو دونوں میاں بیوی اللہ سے جو ان کا مالک ہے دعا کرنے لگے کہ اگر تو نے ہم کو صحیح سالم اوﻻد دے دی تو ہم خوب شکر گزاری کریں گے
1144,7,190,7:190,فَلَمَّاۤ اٰتٰٮهُمَا صَالِحًـا جَعَلَا لَهٗ شُرَكَآءَ فِيۡمَاۤ اٰتٰٮهُمَا​ ۚ فَتَعٰلَى اللّٰهُ عَمَّا يُشۡرِكُوۡنَ‏,Alafasy/mp3/007190.mp3,"And yet, as soon as He has granted them sound [offspring], they begin to ascribe to other powers beside Him a share in bringing about what He has granted them! Sublimely exalted, however, is God- above anything to which men may ascribe a share in His divinity!",سو جب اللہ نے دونوں کو صحیح سالم اوﻻد دے دی تو اللہ کی دی ہوئی چیز میں وه دونوں اللہ کے شریک قرار دینے لگے، سو اللہ پاک ہے ان کے شرک سے
1145,7,191,7:191,اَيُشۡرِكُوۡنَ مَا لَا يَخۡلُقُ شَيۡـًٔـــا وَّهُمۡ يُخۡلَقُوۡنَ​ ​ۖ ‏ ﻿﻿,Alafasy/mp3/007191.mp3,"Will they, then,- ascribe divinity, side by side with Him, unto beings that cannot create anything since they themselves are created -",کیا ایسوں کو شریک ٹھہراتے ہیں جو کسی چیز کو پیدا نہ کر سکیں اور وه خود ہی پیدا کئے گئے ہوں
1146,7,192,7:192,وَلَا يَسۡتَطِيۡعُوۡنَ لَهُمۡ نَـصۡرًا وَّلَاۤ اَنۡفُسَهُمۡ يَنۡصُرُوۡنَ‏ ﻿﻿,Alafasy/mp3/007192.mp3,"and neither are able to give them succour nor can succour themselves,",اور وه ان کو کسی قسم کی مدد نہیں دے سکتے اور وه خود بھی مدد نہیں کرسکتے
1147,7,193,7:193,وَاِنۡ تَدۡعُوۡهُمۡ اِلَى الۡهُدٰى لَا يَتَّبِعُوۡكُمۡ​ ؕ سَوَآءٌ عَلَيۡكُمۡ اَدَعَوۡتُمُوۡهُمۡ اَمۡ اَنۡـتُمۡ صٰمِتُوۡنَ‏,Alafasy/mp3/007193.mp3,"and, if you pray to them for guidance, do not respond to you? As far as you are concerned, it is all one whether you invoke them or keep silent.",اور اگر تم ان کو کوئی بات بتلانے کو پکارو تو تمہارے کہنے پر نہ چلیں تمہارے اعتبار سے دونوں امر برابر ہیں خواه تم ان کو پکارو یا تم خاموش رہو
1148,7,194,7:194,اِنَّ الَّذِيۡنَ تَدۡعُوۡنَ مِنۡ دُوۡنِ اللّٰهِ عِبَادٌ اَمۡثَالُـكُمۡ​ فَادۡعُوۡهُمۡ فَلۡيَسۡتَجِيۡبُوۡا لَـكُمۡ اِنۡ كُنۡتُمۡ صٰدِقِيۡنَ‏,Alafasy/mp3/007194.mp3,"Verily, all those whom you invoke beside God are but created beings like yourselves: invoke them, then, and let them answer your prayer - if what you claim is true!",واقعی تم اللہ کو چھوڑ کر جن کی عبادت کرتے ہو وه بھی تم ہی جیسے بندے ہیں سو تم ان کو پکارو پھر ان کو چاہئے کہ تمہارا کہنا کر دیں اگر تم سچے ہو
1149,7,195,7:195,اَلَهُمۡ اَرۡجُلٌ يَّمۡشُوۡنَ بِهَآ اَمۡ لَهُمۡ اَيۡدٍ يَّبۡطِشُوۡنَ بِهَآ اَمۡ لَهُمۡ اَعۡيُنٌ يُّبۡصِرُوۡنَ بِهَآ اَمۡ لَهُمۡ اٰذَانٌ يَّسۡمَعُوۡنَ بِهَا​ ؕ قُلِ ادۡعُوۡا شُرَكَآءَكُمۡ ثُمَّ كِيۡدُوۡنِ فَلَا تُنۡظِرُوۡنِ‏,Alafasy/mp3/007195.mp3,"Have these [images], perchance, feet on which they could walk? Or have they hands with which they could grasp? Or have they eyes with which they could see? Or have they ears with which they could hear? Say [O Prophet]: ""Summon to your aid all those to whom you ascribe a share in God's divinity, and thereupon contrive [anything you may wish] against me, and give me no respite!",کیا ان کے پاؤں ہیں جن سے وه چلتے ہوں یا ان کے ہاتھ ہیں جن سے وه کسی چیز کو تھام سکیں، یا ان کی آنکھیں ہیں جن سے وه دیکھتے ہوں، یا ان کے کان ہیں جن سے وه سنتے ہیں آپ کہہ دیجئے! تم اپنے سب شرکا کو بلا لو، پھر میری ضرر رسانی کی تدبیر کرو پھر مجھ کو ذرا مہلت مت دو
1150,7,196,7:196,اِنَّ وَلىِّۦَ اللّٰهُ الَّذِىۡ نَزَّلَ الۡـكِتٰبَ ​ۖ  وَهُوَ يَتَوَلَّى الصّٰلِحِيۡنَ‏,Alafasy/mp3/007196.mp3,"Verily, my protector is God, who has bestowed this divine writ from on high: for it is He who protects the righteous,",یقیناً میرا مددگار اللہ تعالیٰ ہے جس نے یہ کتاب نازل فرمائی اور وه نیک بندوں کی مدد کرتا ہے
1151,7,197,7:197,وَالَّذِيۡنَ تَدۡعُوۡنَ مِنۡ دُوۡنِهٖ لَا يَسۡتَطِيۡعُوۡنَ نَـصۡرَكُمۡ وَلَاۤ اَنۡفُسَهُمۡ يَنۡصُرُوۡنَ‏,Alafasy/mp3/007197.mp3,whereas all those whom you invoke in His stead are neither able to give you succour nor can succour themselves;,اور تم جن لوگوں کی اللہ کو چھوڑ کر عبادت کرتے ہو وه تمہاری کچھ مدد نہیں کرسکتے اور نہ وه اپنی مدد کرسکتے ہیں
1152,7,198,7:198,وَاِنۡ تَدۡعُوۡهُمۡ اِلَى الۡهُدٰى لَا يَسۡمَعُوۡا​ ؕ وَتَرٰٮهُمۡ يَنۡظُرُوۡنَ اِلَيۡكَ وَهُمۡ لَا يُبۡصِرُوۡنَ‏,Alafasy/mp3/007198.mp3,"and if you pray unto them for guidance, they do not hear; and though thou mayest imagine that they behold thee, they do not see.""",اور ان کو اگر کوئی بات بتلانے کو پکارو تو اس کو نہ سنیں اور ان کو آپ دیکھتے ہیں کہ گویا وه آپ کو دیکھ رہے ہیں اور وه کچھ بھی نہیں دیکھتے
1153,7,199,7:199,خُذِ الۡعَفۡوَ وَاۡمُرۡ بِالۡعُرۡفِ وَاَعۡرِضۡ عَنِ الۡجٰهِلِيۡنَ‏,Alafasy/mp3/007199.mp3,"MAKE due allowance for man's nature, and enjoin the doing of what is right; and leave alone all those who choose to remain ignorant.",آپ درگزر کو اختیار کریں نیک کام کی تعلیم دیں اور جاہلوں سے ایک کناره ہو جائیں
1154,7,200,7:200,وَاِمَّا يَنۡزَغَـنَّكَ مِنَ الشَّيۡطٰنِ نَزۡغٌ فَاسۡتَعِذۡ بِاللّٰهِ​ؕ اِنَّهٗ سَمِيۡعٌ عَلِيۡمٌ‏,Alafasy/mp3/007200.mp3,"And if it should happen that a prompting from Satan stirs thee up [to blind anger], seek refuge with God: behold, He is all-hearing, all-knowing.",اور اگر آپ کو کوئی وسوسہ شیطان کی طرف سے آنے لگے تو اللہ کی پناه مانگ لیا کیجئے بلاشبہ وه خوب سننے واﻻ خوب جاننے واﻻ ہے
1155,7,201,7:201,اِنَّ الَّذِيۡنَ اتَّقَوۡا اِذَا مَسَّهُمۡ طٰۤٮِٕفٌ مِّنَ الشَّيۡطٰنِ تَذَكَّرُوۡا فَاِذَا هُمۡ مُّبۡصِرُوۡنَ​ۚ‏,Alafasy/mp3/007201.mp3,"Verily, they who are conscious of God bethink themselves [of Him] whenever any dark suggestion from Satan touches them - whereupon, lo! they begin to see [things] clearly,",یقیناً جو لوگ خدا ترس ہیں جب ان کو کوئی خطره شیطان کی طرف سے آجاتا ہے تو وه یاد میں لگ جاتے ہیں، سو یکایک ان کی آنکھیں کھل جاتی ہیں
1156,7,202,7:202,وَاِخۡوَانُهُمۡ يَمُدُّوۡنَهُمۡ فِى الۡغَىِّ ثُمَّ لَا يُقۡصِرُوۡنَ‏ ﻿﻿,Alafasy/mp3/007202.mp3,even though their [godless] brethren would [like to] draw them into error: and then they cannot fail [to do what is right].,اور جو شیاطین کے تابع ہیں وه ان کو گمراہی میں کھینچے لے جاتے ہیں پس وه باز نہیں آتے
1157,7,203,7:203,وَاِذَا لَمۡ تَاۡتِهِمۡ بِاٰيَةٍ قَالُوۡا لَوۡلَا اجۡتَبَيۡتَهَا​ ؕ قُلۡ اِنَّمَاۤ اَتَّبِعُ مَا يُوۡحٰٓى اِلَىَّ مِنۡ رَّبِّىۡ ​ۚ هٰذَا بَصَآٮِٕرُ مِنۡ رَّبِّكُمۡ وَهُدًى وَّ رَحۡمَةٌ لِّقَوۡمٍ يُّؤۡمِنُوۡنَ‏,Alafasy/mp3/007203.mp3,"And yet, when thou [O Prophet] dost not produce any miracle for them, some [people] say, ""Why dost thou not seek to obtain it [from God]? Say: ""I only follow whatever is being revealed to me by my Sustainer: this [revelation] is a means of insight from your Sustainer, and a guidance and grace unto people who will believe.",اور جب آپ کوئی معجزه ان کے سامنے ﻇاہر نہیں کرتے تو وه لوگ کہتے ہیں کہ آپ یہ معجزه کیوں نہ ﻻئے؟ آپ فرما دیجئے! کہ میں اس کا اتباع کرتا ہوں جو مجھ پر میرے رب کی طرف سے حکم بھیجا گیا ہے یہ گویا بہت سی دلیلیں ہیں تمہارے رب کی طرف سے اور ہدایت اور رحمت ہے ان لوگوں کے لئے جو ایمان رکھتے ہیں
1158,7,204,7:204,وَاِذَا قُرِئَ الۡقُرۡاٰنُ فَاسۡتَمِعُوۡا لَهٗ وَاَنۡصِتُوۡا لَعَلَّكُمۡ تُرۡحَمُوۡنَ‏ ﻿﻿,Alafasy/mp3/007204.mp3,"Hence, when the Qur'an is voiced, hearken unto it, and listen in silence, so that you might be graced with [God's] mercy.""",اور جب قرآن پڑھا جایا کرے تو اس کی طرف کان لگا دیا کرو اور خاموش رہا کرو امید ہے کہ تم پر رحمت ہو
1159,7,205,7:205,وَاذۡكُرْ رَّبَّكَ فِىۡ نَفۡسِكَ تَضَرُّعًا وَّخِيۡفَةً وَّدُوۡنَ الۡجَـهۡرِ مِنَ الۡقَوۡلِ بِالۡغُدُوِّ وَالۡاٰصَالِ وَلَا تَكُنۡ مِّنَ الۡغٰفِلِيۡنَ‏,Alafasy/mp3/007205.mp3,"And bethink thyself of thy Sustainer humbly and with awe, and without raising thy voice, at morn and at evening; and do not allow thyself to be heedless.",اور اے شخص! اپنے رب کی یاد کیا کر اپنے دل میں عاجزی کے ساتھ اور خوف کے ساتھ اور زور کی آواز کی نسبت کم آواز کے ساتھ صبح اور شام اور اہل غفلت میں سے مت ہونا
1160,7,206,7:206,اِنَّ الَّذِيۡنَ عِنۡدَ رَبِّكَ لَا يَسۡتَكۡبِرُوۡنَ عَنۡ عِبَادَتِهٖ وَيُسَبِّحُوۡنَهٗ وَلَهٗ يَسۡجُدُوۡنَ۩‏,Alafasy/mp3/007206.mp3,"Behold, those who are near unto thy Sustainer are never too proud to worship Him; and they extol His limitless glory, and prostrate themselves before Him [alone].",یقیناً جو تیرے رب کے نزدیک ہیں وه اس کی عبادت سے تکبر نہیں کرتے اور اس کی پاکی بیان کرتے ہیں اور اس کو سجده کرتے ہیں
1161,8,1,8:1,يَسۡـــَٔلُوۡنَكَ عَنِ الۡاَنۡفَالِ​ ؕ قُلِ الۡاَنۡفَالُ لِلّٰهِ وَالرَّسُوۡلِ​ ۚ فَاتَّقُوا اللّٰهَ وَاَصۡلِحُوۡا ذَاتَ بَيۡنِكُمۡ​ وَاَطِيۡعُوا اللّٰهَ وَرَسُوۡلَهٗۤ اِنۡ كُنۡتُمۡ مُّؤۡمِنِيۡنَ‏,Alafasy/mp3/008001.mp3,"HEY WILL ASK thee about the spoils of war. Say: ""All spoils of war belong to God and the Apostle."" Remain, then, conscious of God, and keep alive the bonds of brotherhood among yourselves, and pay heed unto God and His Apostle, if you are [truly] believers!",یہ لوگ آپ سے غنیمتو ں کا حکم دریافت کرتے ہیں، آپ فرما دیجئے! کہ یہ غنیمتیں اللہ کی ہیں اور رسول کی ہیں، سو تم اللہ سے ڈرو اور اپنے باہمی تعلقات کی اصلاح کرو اور اللہ تعالیٰ اور اس کے رسول کی اطاعت کرو اگر تم ایمان والے ہو
1162,8,2,8:2,اِنَّمَا الۡمُؤۡمِنُوۡنَ الَّذِيۡنَ اِذَا ذُكِرَ اللّٰهُ وَجِلَتۡ قُلُوۡبُهُمۡ وَاِذَا تُلِيَتۡ عَلَيۡهِمۡ اٰيٰتُهٗ زَادَتۡهُمۡ اِيۡمَانًا وَّعَلٰى رَبِّهِمۡ يَتَوَكَّلُوۡنَ ​​ۖ ​ۚ‏,Alafasy/mp3/008002.mp3,"Believers are only they whose hearts tremble with awe whenever God is mentioned, and whose faith is strengthened whenever His messages are conveyed unto them, and who in their Sustainer place their trust -",بس ایمان والے تو ایسے ہوتے ہیں کہ جب اللہ تعالیٰ کا ذکر آتا ہے تو ان کے قلوب ڈر جاتے ہیں اور جب اللہ کی آیتیں ان کو پڑھ کر سنائی جاتیں ہیں تو وه آیتیں ان کے ایمان کو اور زیاده کردیتی ہیں اور وه لوگ اپنے رب پر توکل کرتے ہیں
1163,8,3,8:3,الَّذِيۡنَ يُقِيۡمُوۡنَ الصَّلٰوةَ وَمِمَّا رَزَقۡنٰهُمۡ يُنۡفِقُوۡنَؕ‏ ﻿﻿,Alafasy/mp3/008003.mp3,those who are constant in prayer and spend on others out of what We provide for them as sustenance:,جو کہ نماز کی پابندی کرتے ہیں اور ہم نے ان کو جو کچھ دیا ہے وه اس میں سے خرچ کرتے ہیں
1164,8,4,8:4,اُولٰۤٮِٕكَ هُمُ الۡمُؤۡمِنُوۡنَ حَقًّا ​ؕ لَهُمۡ دَرَجٰتٌ عِنۡدَ رَبِّهِمۡ وَمَغۡفِرَةٌ وَّرِزۡقٌ كَرِيۡمٌ​ۚ‏,Alafasy/mp3/008004.mp3,"it is they, they who are truly believers! Theirs shall be great dignity in their Sustainer's sight, and forgiveness of sins, and a most excellent sustenance.",سچے ایمان والے یہ لوگ ہیں ان کے لیے بڑے درجے ہیں ان کے رب کے پاس اور مغفرت اور عزت کی روزی ہے
1165,8,5,8:5,كَمَاۤ اَخۡرَجَكَ رَبُّكَ مِنۡۢ بَيۡتِكَ بِالۡحَـقِّ وَاِنَّ فَرِيۡقًا مِّنَ الۡمُؤۡمِنِيۡنَ لَـكٰرِهُوۡنَۙ‏,Alafasy/mp3/008005.mp3,"EVEN AS thy Sustainer brought thee forth from thy home [to fight] in the cause of the truth, although some of the believers were averse to it,",جیسا کہ آپ کے رب نے آپ کے گھر سے حق کے ساتھ آپ کو روانہ کیا اور مسلمانوں کی ایک جماعت اس کو گراں سمجھتی تھی
1166,8,6,8:6,يُجَادِلُوۡنَكَ فِى الۡحَـقِّ بَعۡدَ مَا تَبَيَّنَ كَاَنَّمَا يُسَاقُوۡنَ اِلَى الۡمَوۡتِ وَهُمۡ يَنۡظُرُوۡنَؕ‏,Alafasy/mp3/008006.mp3,"[so, too,] they would argue with thee about the truth [itself] after it had become manifest - just as if they were being driven towards death and beheld it with their very eyes.",وه اس حق کے بارے میں، اس کے بعد کہ اس کا ﻇہور ہوگیا تھا آپ سے اس طرح جھگڑ رہے تھے کہ گویا کوئی ان کو موت کی طرف ہانکے لیے جاتا ہے اور وه دیکھ رہے ہیں
1167,8,7,8:7,وَاِذۡ يَعِدُكُمُ اللّٰهُ اِحۡدَى الطَّآٮِٕفَتَيۡنِ اَنَّهَا لَـكُمۡ وَتَوَدُّوۡنَ اَنَّ غَيۡرَ ذَاتِ الشَّوۡكَةِ تَكُوۡنُ لَـكُمۡ وَيُرِيۡدُ اللّٰهُ اَنۡ يُّحِقَّ الۡحَـقَّ بِكَلِمٰتِهٖ وَيَقۡطَعَ دَابِرَ الۡـكٰفِرِيۡنَۙ‏,Alafasy/mp3/008007.mp3,"And, lo, God gave you the promise that one of the two [enemy] hosts would fall to you: and you would have liked to seize the less powerful one, whereas it was God's will to prove the truth to be true in accordance with His words, and to wipe out the last remnant of those who denied the truth -",اور تم لوگ اس وقت کو یاد کرو! جب کہ اللہ تم سے ان دو جماعتوں میں سے ایک کا وعده کرتا تھا کہ وه تمہارے ہاتھ آجائے گی اور تم اس تمنا میں تھے کہ غیر مسلح جماعت تمہارے ہاتھ آجائے اور اللہ تعالیٰ کو یہ منظور تھا کہ اپنے احکام سے حق کا حق ہونا ﺛابت کردے اور ان کافروں کی جڑ کاٹ دے
1168,8,8,8:8,لِيُحِقَّ الۡحَـقَّ وَيُبۡطِلَ الۡبَاطِلَ وَلَوۡ كَرِهَ الۡمُجۡرِمُوۡنَ​ۚ‏ ﻿﻿,Alafasy/mp3/008008.mp3,"so that He might prove the truth to be true and the false to be false, however hateful this might be to those who were lost in sin.",تاکہ حق کا حق ہونا اور باطل کا باطل ہونا ﺛابت کردے گو یہ مجرم لوگ ناپسند ہی کریں
1169,8,9,8:9,اِذۡ تَسۡتَغِيۡثُوۡنَ رَبَّكُمۡ فَاسۡتَجَابَ لَـكُمۡ اَنِّىۡ مُمِدُّكُمۡ بِاَلۡفٍ مِّنَ الۡمَلٰۤٮِٕكَةِ مُرۡدِفِيۡنَ‏,Alafasy/mp3/008009.mp3,"Lo! You were praying unto your Sustainer for aid, whereupon He thus responded to you: ""I shall, verily, aid you with a thousand angels following one upon' another!""",اس وقت کو یاد کرو جب کہ تم اپنے رب سے فریاد کررہے تھے، پھر اللہ تعالیٰ نے تمہاری سن لی کہ میں تم کو ایک ہزار فرشتوں سے مدد دوں گا جو لگاتار چلے آئیں گے
1170,8,10,8:10,وَمَا جَعَلَهُ اللّٰهُ اِلَّا بُشۡرٰى وَلِتَطۡمَٮِٕنَّ بِهٖ قُلُوۡبُكُمۡ​ۚ وَمَا النَّصۡرُ اِلَّا مِنۡ عِنۡدِ اللّٰهِ​ؕ اِنَّ اللّٰهَ عَزِيۡزٌ حَكِيۡمٌ‏,Alafasy/mp3/008010.mp3,"And God ordained this only as a glad tiding, and that your hearts should thereby be set at rest-since no succour can come from any save God: verily, God is almighty, wise!",اور اللہ تعالیٰ نے یہ امداد محض اس لیے کی کہ بشارت ہو اور تاکہ تمہارے دلوں کو قرار ہو جائے اور مدد صرف اللہ ہی کی طرف سے ہے جو کہ زبردست حکمت واﻻ ہے
1171,8,11,8:11,اِذۡ يُغَشِّيۡكُمُ النُّعَاسَ اَمَنَةً مِّنۡهُ وَيُنَزِّلُ عَلَيۡكُمۡ مِّنَ السَّمَآءِ مَآءً لِّيُطَهِّرَكُمۡ بِهٖ وَيُذۡهِبَ عَنۡكُمۡ رِجۡزَ الشَّيۡطٰنِ وَلِيَرۡبِطَ عَلٰى قُلُوۡبِكُمۡ وَيُثَبِّتَ بِهِ الۡاَقۡدَامَؕ‏,Alafasy/mp3/008011.mp3,"[Remember how it was] when He caused inner calm to enfold you, as an assurance from Him, and sent down upon you water from the skies, so that He might purify you thereby and free you from Satan's unclean whisperings and strengthen your hearts and thus make firm your steps.",اس وقت کو یاد کرو جب کہ اللہ تم پر اونگھ طاری کر رہا تھا اپنی طرف سے چین دینے کے لیے اور تم پر آسمان سے پانی برسا رہا تھا کہ اس پانی کے ذریعہ سے تم کو پاک کر دے اور تم سے شیطانی وسوسہ کو دفع کر دے اور تمہارے دلوں کو مضبوط کر دے اور تمہارے پاؤں جما دے
1172,8,12,8:12,اِذۡ يُوۡحِىۡ رَبُّكَ اِلَى الۡمَلٰۤٮِٕكَةِ اَنِّىۡ مَعَكُمۡ فَثَبِّتُوا الَّذِيۡنَ اٰمَنُوۡا​ ؕ سَاُلۡقِىۡ فِىۡ قُلُوۡبِ الَّذِيۡنَ كَفَرُوا الرُّعۡبَ فَاضۡرِبُوۡا فَوۡقَ الۡاَعۡنَاقِ وَاضۡرِبُوۡا مِنۡهُمۡ كُلَّ بَنَانٍؕ‏,Alafasy/mp3/008012.mp3,"Lo! Thy Sustainer inspired the angels [to convey this His message to the believers]: ""I am with you!"" [And He commanded the angels:] ""And, give firmness unto those who have attained to faith [with these words from Me]: `I shall cast terror into the hearts of those who are bent on denying the truth; strike, then, their necks, [O believers,] and strike off every one of their finger-tips!""",اس وقت کو یاد کرو جب کہ آپ کا رب فرشتوں کو حکم دیتا تھا کہ میں تمہارا ساتھی ہوں سو تم ایمان والوں کی ہمت بڑھاؤ میں ابھی کفار کے قلوب میں رعب ڈالے دیتا ہوں، سو تم گردنوں پر مارو اور ان کے پور پور کو مارو
